,Fund,Cat. Average,Index
Price/Earnings ,18.57,17.17,20.64
Price/Book ,2.75,2.04,3.84
Price/Sales ,2.10,1.37,2.36
Price/Cash Flow ,10.26,7.78,11.93
Dividend Yield % ,2.02,1.69,1.48
Long-Term Earnings % ,11.42,8.11,10.45
Historical Earnings % ,11.29,12.12,18.19
Sales Growth % ,5.74,7.65,8.61
Cash-Flow Growth % ,11.55,13.49,16.51
Book-Value Growth % ,5.90,7.62,8.68
