,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,—,—,—,—,—,—,—,-8.78,13.97
Fund (NAV),—,—,—,—,—,—,—,—,—,-8.05,15.88
+/ Category (NAV),—,—,—,—,—,—,—,—,—,5.39,-0.27
+/- Index (Price),—,—,—,—,—,—,—,—,—,-1.41,-4.88
Percentile Rank,—,—,—,—,—,—,—,—,—,32,50
# of Funds in Category,—,—,—,—,—,—,—,—,58,243,370
