,Values
NAV,"11,513.91"
Open Price,"11,505.00"
Bid / Ask / Spread,"11,480.00 / 0.00 / 0.00%"
Volume / Avg,"70,561.0 / 105,917.0"
Day Range,"11,480.00 – 11,580.00"
Year Range,"9,510.00 – 11,960.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.490%
Total Assets,176.2 Bil
