Sectors,Fund %,Category %
Basic Materials,1.08,1.01
Consumer Cyclical,4.79,9.12
Financial Services,8.57,2.52
Real Estate,1.96,0.18
Communication Services,7.84,3.47
Energy,0.00,0.08
Industrials,9.15,5.00
Technology,36.30,72.29
Consumer Defensive,0.00,0.22
Healthcare,30.31,5.88
Utilities,0.00,0.21
