Sectors,Fund %,Category %
Basic Materials,29.62,9.15
Consumer Cyclical,27.85,17.36
Financial Services,5.84,6.02
Real Estate,1.55,1.52
Communication Services,0.00,0.59
Energy,2.64,0.85
Industrials,8.60,14.91
Technology,12.46,23.36
Consumer Defensive,7.59,7.26
Healthcare,1.03,18.74
Utilities,2.83,0.24
