,Values
Sustainability Rate,Low
Percent Rank in Global Category,99%
Historical Sustainability Score,34.75
Global Category,Korea Equity
Portfolio ESG,36.74
Controversy Deduction,1.92
Sustainability Score,34.82
Sustainability Mandate,No
