,Fund,Cat. Average,Index
Price/Earnings ,9.71,10.08,10.07
Price/Book ,0.78,1.04,0.93
Price/Sales ,0.40,0.61,0.40
Price/Cash Flow ,4.79,4.44,2.91
Dividend Yield % ,4.29,1.71,2.01
Long-Term Earnings % ,17.81,9.55,10.86
Historical Earnings % ,2.85,2.73,0.53
Sales Growth % ,-2.89,-1.44,-3.08
Cash-Flow Growth % ,-13.06,-10.31,-9.25
Book-Value Growth % ,3.61,6.21,2.39
