,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-1.01,-1.36,-6.39,-7.23,-6.74,-13.78,—,—,—,—,—
Total Return % (NAV),0.31,0.88,-5.99,-6.84,-5.85,-13.05,—,—,—,—,-10.28
+/- Category (NAV),-0.57,-2.57,3.21,4.96,3.12,4.81,—,—,—,—,—
+/- Index (NAV),0.31,0.79,3.98,8.88,9.24,5.33,—,—,—,—,—
