,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,—,—,—,—,—,—,—,-17.05,-6.74
Fund (NAV),—,—,—,—,—,—,—,—,—,-16.98,-5.85
+/ Category (NAV),—,—,—,—,—,—,—,—,—,1.16,3.12
+/- Index (Price),—,—,—,—,—,—,—,—,—,-5.17,8.35
Percentile Rank,—,—,—,—,—,—,—,—,—,47,37
# of Funds in Category,—,—,—,—,—,—,—,—,272,369,476
