,Values
NAV,"8,403.51"
Open Price,"8,330.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"2,067.0 / 17,816.8"
Day Range,"8,330.00 – 8,405.00"
Year Range,"8,185.00 – 10,010.00"
SEC Yield ,—
12-Month Yield ,0.68%
Premium ,—
Expense Ratio,0.360%
Total Assets,32.4 Bil
