,Values
NAV,"41,529.67"
Open Price,"41,200.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"11.0 / 2,317.1"
Day Range,"41,090.00 – 41,200.00"
Year Range,"41,090.00 – 48,745.00"
SEC Yield ,—
12-Month Yield ,1.74%
Premium ,—
Expense Ratio,0.240%
Total Assets,622.9 Mil
