,Fund,Cat. Average,Index
Price/Earnings ,8.80,11.02,12.13
Price/Book ,0.88,0.84,0.86
Price/Sales ,0.62,0.53,0.65
Price/Cash Flow ,3.67,3.46,3.66
Dividend Yield % ,3.05,3.08,3.48
Long-Term Earnings % ,13.39,10.07,3.69
Historical Earnings % ,14.29,15.26,14.88
Sales Growth % ,4.40,11.25,4.89
Cash-Flow Growth % ,10.56,16.83,15.05
Book-Value Growth % ,7.43,10.86,8.56
