,Fund,Cat. Average,Index
Price/Earnings ,8.24,13.31,—
Price/Book ,0.86,0.99,—
Price/Sales ,0.35,0.52,—
Price/Cash Flow ,1.47,3.85,—
Dividend Yield % ,2.93,2.16,—
Long-Term Earnings % ,7.28,15.19,—
Historical Earnings % ,9.99,35.81,—
Sales Growth % ,-7.15,2.99,—
Cash-Flow Growth % ,62.44,2.81,—
Book-Value Growth % ,-3.57,1.55,—
