,Values
NAV,"2,253.75"
Open Price,"2,230.00"
Bid / Ask / Spread,"2,270.00 / 2,495.00 / 9.44%"
Volume / Avg,"9,971.0 / 33,247.3"
Day Range,"2,230.00 – 2,270.00"
Year Range,"2,230.00 – 3,280.00"
SEC Yield ,—
12-Month Yield ,1.22%
Premium ,—
Expense Ratio,0.440%
Total Assets,11.5 Bil
