,Values
Sustainability Rate,Average
Percent Rank in Global Category,50%
Historical Sustainability Score,45.24
Global Category,Industrials Sector Equity
Portfolio ESG,49.92
Controversy Deduction,5.58
Sustainability Score,44.34
Sustainability Mandate,No
