,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,—,-13.25,-26.21,-18.39,-14.63,0.46,-0.69,13.44,-21.03
Fund (NAV),—,—,—,-12.54,-26.27,-18.15,-15.18,0.95,-1.14,13.71,-21.69
+/ Category (NAV),—,—,—,—,—,—,—,—,—,—,—
+/- Index (Price),—,—,—,—,—,—,—,—,—,—,—
Percentile Rank,—,—,—,—,—,—,—,—,—,—,—
# of Funds in Category,—,—,—,—,—,—,—,—,—,—,—
