,Values
NAV,"2,253.75"
Open Price,"2,290.00"
Bid / Ask / Spread,"0.00 / 2,480.00 / 0.00%"
Volume / Avg,"33,085.0 / 33,373.5"
Day Range,"2,245.00 – 2,290.00"
Year Range,"2,245.00 – 3,280.00"
SEC Yield ,—
12-Month Yield ,1.22%
Premium ,—
Expense Ratio,0.440%
Total Assets,11.5 Bil
