,Net,Short,Long,Cat.,Index
U.S.Stock,0.00,0.00,0.00,0.00,—
Non-U.S.Stock,0.00,0.00,0.00,0.00,—
Bonds,96.02,0.00,96.02,92.09,—
Other,0.00,0.00,0.00,0.18,—
Cash,3.98,0.01,3.99,23.76,—
Not Classified,0.00,0.00,0.00,0.00,—
