,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,—,—,—,5.08,3.07,1.28,0.35,2.92,2.60
Fund (NAV),—,—,—,—,—,5.11,3.13,1.30,0.47,2.86,2.65
+/ Category (NAV),—,—,—,—,—,0.83,0.41,-0.01,0.05,-0.16,-0.31
+/- Index (Price),—,—,—,—,—,-1.59,-1.21,-0.49,-0.29,-1.81,-2.69
Percentile Rank,—,—,—,—,—,35,34,52,48,60,53
# of Funds in Category,—,—,—,—,257,276,329,366,449,545,717
