,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),0.00,0.00,0.79,1.76,2.60,3.85,1.63,2.46,—,—,—
Total Return % (NAV),-0.01,0.02,0.88,1.88,2.77,4.03,1.72,2.53,—,—,2.61
+/- Category (NAV),-0.01,-0.04,-0.16,-0.18,-0.34,-0.69,-0.07,0.11,—,—,—
+/- Index (NAV),-0.31,-0.57,-1.43,-2.11,-2.85,-4.38,-1.16,-1.41,—,—,—
