,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,—,—,—,—,—,—,1.31,2.22,1.99
Fund (NAV),—,—,—,—,—,—,—,—,1.31,2.31,1.86
+/ Category (NAV),—,—,—,—,—,—,—,—,1.80,-0.59,-0.26
+/- Index (Price),—,—,—,—,—,—,—,—,-0.25,-2.06,-2.37
Percentile Rank,—,—,—,—,—,—,—,—,67,82,66
# of Funds in Category,—,—,—,—,—,—,—,32,66,87,114
