,Values
NAV,"106,647.34"
Open Price,"106,670.00"
Bid / Ask / Spread,"0.00 / 117,385.00 / 0.00%"
Volume / Avg,"49.0 / 3,643.9"
Day Range,"106,670.00 – 106,725.00"
Year Range,"103,895.00 – 106,725.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.160%
Total Assets,10.7 Bil
