,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),0.02,0.05,0.51,1.12,1.92,2.67,1.85,—,—,—,—
Total Return % (NAV),-0.00,0.04,0.46,1.09,1.81,2.65,1.84,—,—,—,1.90
+/- Category (NAV),-0.02,0.01,0.03,0.05,-0.27,-0.40,-0.67,—,—,—,—
+/- Index (NAV),-0.16,-0.07,-0.80,-1.51,-2.38,-3.49,-1.11,—,—,—,—
