,Values
NAV,"106,599.64"
Open Price,"106,630.00"
Bid / Ask / Spread,"0.00 / 117,300.00 / 0.00%"
Volume / Avg,"43.0 / 3,659.2"
Day Range,"106,615.00 – 106,640.00"
Year Range,"103,840.00 – 106,640.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.160%
Total Assets,10.7 Bil
