,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-0.84,-0.63,-7.56,-7.19,-8.06,-13.26,0.15,0.97,4.72,—,—
Total Return % (NAV),-0.13,-1.00,-6.82,-7.50,-7.29,-13.76,0.39,1.40,4.82,—,5.61
+/- Category (NAV),-0.18,-0.82,0.21,0.46,-2.51,-0.03,1.43,2.13,2.41,—,—
+/- Index (NAV),-0.45,-0.36,-0.87,-3.03,-7.95,-3.37,-4.04,-1.21,-0.36,—,—
