,Values
NAV,"7,105.10"
Open Price,"7,030.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"712.0 / 11,590.7"
Day Range,"7,000.00 – 7,045.00"
Year Range,"7,000.00 – 8,615.00"
SEC Yield ,—
12-Month Yield ,1.74%
Premium ,—
Expense Ratio,0.450%
Total Assets,10.7 Bil
