,Fund,Cat. Average,Index
Price/Earnings ,7.06,11.02,12.13
Price/Book ,0.81,0.84,0.86
Price/Sales ,0.46,0.53,0.65
Price/Cash Flow ,4.03,3.46,3.66
Dividend Yield % ,2.67,3.08,3.48
Long-Term Earnings % ,10.47,10.07,3.69
Historical Earnings % ,7.41,15.26,14.88
Sales Growth % ,3.55,11.25,4.89
Cash-Flow Growth % ,-4.08,16.83,15.05
Book-Value Growth % ,3.28,10.86,8.56
