,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,—,—,0.52,-6.48,0.50,9.93,26.96,-17.41,-2.82
Fund (NAV),—,—,—,—,1.17,-6.51,0.52,9.96,27.04,-17.30,-2.21
+/ Category (NAV),—,—,—,—,0.07,-1.43,-3.49,9.27,4.56,-0.62,2.66
+/- Index (Price),—,—,—,—,-2.00,0.67,3.32,-3.90,-5.28,0.22,-3.32
Percentile Rank,—,—,—,—,48,51,61,6,19,49,15
# of Funds in Category,—,—,—,"1,737","1,779","1,796","2,103","2,012","2,058","2,015","2,284"
