Sectors,Fund %,Category %
Basic Materials,7.60,8.70
Consumer Cyclical,10.36,13.65
Financial Services,11.51,11.56
Real Estate,0.00,0.29
Communication Services,2.76,2.34
Energy,1.85,1.96
Industrials,9.25,10.46
Technology,44.07,38.20
Consumer Defensive,6.35,6.64
Healthcare,4.97,4.97
Utilities,1.29,1.23
