,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-1.03,-0.33,-7.28,-5.62,-3.15,-10.80,1.69,0.98,—,—,—
Total Return % (NAV),0.19,-0.71,-6.33,-5.85,-2.03,-10.89,2.04,1.33,—,—,2.50
+/- Category (NAV),0.15,-0.53,0.70,2.11,2.75,2.84,3.08,2.06,—,—,—
+/- Index (NAV),-0.12,-0.07,-0.37,-1.37,-2.69,-0.50,-2.39,-1.28,—,—,—
