,Values
NAV,"25,661.84"
Open Price,"25,375.00"
Bid / Ask / Spread,"25,000.00 / 0.00 / 0.00%"
Volume / Avg,"299,728.0 / 192,896.5"
Day Range,"25,275.00 – 25,510.00"
Year Range,"25,235.00 – 30,525.00"
SEC Yield ,—
12-Month Yield ,2.54%
Premium ,—
Expense Ratio,0.060%
Total Assets,755.7 Bil
