,Values
NAV,"25,661.84"
Open Price,"25,675.00"
Bid / Ask / Spread,"24,000.00 / 0.00 / 0.00%"
Volume / Avg,"228,844.0 / 191,880.6"
Day Range,"25,585.00 – 25,795.00"
Year Range,"25,235.00 – 30,525.00"
SEC Yield ,—
12-Month Yield ,2.54%
Premium ,—
Expense Ratio,0.060%
Total Assets,755.7 Bil
