,Values
NAV,"25,710.05"
Open Price,"25,575.00"
Bid / Ask / Spread,"24,000.00 / 0.00 / 0.00%"
Volume / Avg,"175,801.0 / 189,426.0"
Day Range,"25,410.00 – 25,575.00"
Year Range,"25,235.00 – 30,525.00"
SEC Yield ,—
12-Month Yield ,2.54%
Premium ,—
Expense Ratio,0.060%
Total Assets,744.3 Bil
