,Values
NAV,"9,023.37"
Open Price,"8,940.00"
Bid / Ask / Spread,"8,510.00 / 0.00 / 0.00%"
Volume / Avg,23.0 / 225.5
Day Range,"8,860.00 – 8,940.00"
Year Range,"7,845.00 – 10,750.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.700%
Total Assets,7.2 Bil
