,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-2.20,-4.30,-9.39,-10.52,2.90,-16.66,—,—,—,—,—
Total Return % (NAV),-0.62,-0.24,-6.92,-7.83,4.44,-15.78,—,—,—,—,-8.23
+/- Category (NAV),—,—,—,—,—,—,—,—,—,—,—
+/- Index (NAV),—,—,—,—,—,—,—,—,—,—,—
