,Values
NAV,"8,836.64"
Open Price,"8,870.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,65.0 / 224.2
Day Range,"8,790.00 – 8,875.00"
Year Range,"7,845.00 – 10,750.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.700%
Total Assets,7.1 Bil
