,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,—,—,—,—,—,—,—,-19.22,-8.78
Fund (NAV),—,—,—,—,—,—,—,—,—,-19.21,-7.99
+/ Category (NAV),—,—,—,—,—,—,—,—,—,-2.54,-3.21
+/- Index (Price),—,—,—,—,—,—,—,—,—,-1.59,-9.45
Percentile Rank,—,—,—,—,—,—,—,—,—,81,85
# of Funds in Category,—,—,—,—,—,—,—,—,"2,058","2,015","2,325"
