,Values
NAV,"7,130.01"
Open Price,"7,165.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"768.0 / 2,075.3"
Day Range,"7,105.00 – 7,190.00"
Year Range,"7,010.00 – 9,685.00"
SEC Yield ,—
12-Month Yield ,1.22%
Premium ,—
Expense Ratio,0.300%
Total Assets,8.6 Bil
