,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-0.83,0.85,-6.42,-8.64,-8.78,-17.63,—,—,—,—,—
Total Return % (NAV),-0.08,0.06,-5.68,-8.70,-7.99,-18.80,—,—,—,—,-14.83
+/- Category (NAV),-0.13,0.24,1.35,-0.74,-3.21,-5.06,—,—,—,—,—
+/- Index (NAV),-0.39,0.70,0.27,-4.22,-8.65,-8.40,—,—,—,—,—
