,Values
NAV,"7,199.79"
Open Price,"7,155.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"253.0 / 2,049.1"
Day Range,"7,135.00 – 7,170.00"
Year Range,"7,010.00 – 9,685.00"
SEC Yield ,—
12-Month Yield ,1.22%
Premium ,—
Expense Ratio,0.300%
Total Assets,8.6 Bil
