Sectors,Fund %,Category %
Basic Materials,7.96,8.70
Consumer Cyclical,3.66,13.65
Financial Services,30.38,11.56
Real Estate,0.00,0.29
Communication Services,7.55,2.34
Energy,6.83,1.96
Industrials,5.10,10.46
Technology,24.36,38.20
Consumer Defensive,12.85,6.64
Healthcare,1.31,4.97
Utilities,0.00,1.23
