,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-2.87,1.80,-8.48,0.58,31.28,-1.47,15.52,—,—,—,—
Total Return % (NAV),-1.17,-0.71,-5.78,2.08,33.75,-1.07,16.45,—,—,—,13.77
+/- Category (NAV),—,—,—,—,—,—,—,—,—,—,—
+/- Index (NAV),—,—,—,—,—,—,—,—,—,—,—
