,Values
NAV,"16,940.03"
Open Price,"16,195.00"
Bid / Ask / Spread,"16,270.00 / 16,395.00 / 0.77%"
Volume / Avg,"21,408.0 / 11,094.6"
Day Range,"16,060.00 – 16,550.00"
Year Range,"11,100.00 – 18,085.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.660%
Total Assets,18.6 Bil
