,Fund,Cat. Average,Index
Price/Earnings ,—,13.71,—
Price/Book ,—,1.73,—
Price/Sales ,—,1.19,—
Price/Cash Flow ,—,5.33,—
Dividend Yield % ,—,2.63,—
Long-Term Earnings % ,—,10.31,—
Historical Earnings % ,—,17.08,—
Sales Growth % ,—,-13.84,—
Cash-Flow Growth % ,—,10.00,—
Book-Value Growth % ,—,-8.98,—
