,Values
NAV,"16,851.06"
Open Price,"16,330.00"
Bid / Ask / Spread,"16,160.00 / 0.00 / 0.00%"
Volume / Avg,"8,671.0 / 11,114.7"
Day Range,"16,330.00 – 16,545.00"
Year Range,"11,100.00 – 18,085.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.660%
Total Assets,18.5 Bil
