,Values
NAV,"13,776.40"
Open Price,"13,815.00"
Bid / Ask / Spread,"0.00 / 14,640.00 / 0.00%"
Volume / Avg,"11,027.0 / 13,785.1"
Day Range,"13,730.00 – 13,815.00"
Year Range,"10,910.00 – 14,050.00"
SEC Yield ,—
12-Month Yield ,3.24%
Premium ,—
Expense Ratio,0.300%
Total Assets,40.0 Bil
