,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-0.58,3.77,-0.17,3.48,20.77,11.72,3.72,7.48,—,—,—
Total Return % (NAV),-0.09,1.56,0.57,4.99,21.21,11.31,3.94,7.48,—,—,9.18
+/- Category (NAV),-0.06,0.72,0.57,1.40,4.12,2.01,0.40,1.77,—,—,—
+/- Index (NAV),0.28,-0.13,2.57,2.95,5.97,3.67,-0.43,2.37,—,—,—
