,Values
NAV,"13,742.27"
Open Price,"13,775.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"22,151.0 / 14,067.5"
Day Range,"13,725.00 – 13,775.00"
Year Range,"10,910.00 – 14,050.00"
SEC Yield ,—
12-Month Yield ,3.24%
Premium ,—
Expense Ratio,0.300%
Total Assets,39.9 Bil
