,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-0.36,-0.80,0.11,2.30,20.38,9.80,3.61,7.13,—,—,—
Total Return % (NAV),0.06,2.37,0.32,3.72,20.91,12.06,3.85,7.17,—,—,9.13
+/- Category (NAV),0.14,1.02,0.73,1.29,4.30,2.29,0.47,1.74,—,—,—
+/- Index (NAV),-0.54,3.65,3.07,2.92,6.61,4.67,-0.21,2.47,—,—,—
