,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,—,—,—,30.49,1.35,3.91,7.01,-5.60,20.38
Fund (NAV),—,—,—,—,—,30.93,1.31,4.11,6.55,-5.64,20.91
+/ Category (NAV),—,—,—,—,—,10.02,-0.84,4.90,0.99,-0.29,4.30
+/- Index (Price),—,—,—,—,—,16.33,3.04,-0.03,-9.11,2.40,6.09
Percentile Rank,—,—,—,—,—,1,57,1,38,59,23
# of Funds in Category,—,—,—,—,26,31,38,41,45,44,55
