,Values
Sustainability Rate,High
Percent Rank in Global Category,3%
Historical Sustainability Score,43.73
Global Category,Korea Equity
Portfolio ESG,48.89
Controversy Deduction,5.87
Sustainability Score,43.02
Sustainability Mandate,No
