,Net,Short,Long,Cat.,Index
U.S.Stock,0.00,0.00,0.00,0.16,0.00
Non-U.S.Stock,99.00,0.00,99.00,95.78,99.99
Bonds,0.00,0.00,0.00,0.20,0.00
Other,0.00,0.00,0.00,0.80,0.00
Cash,0.83,1.59,2.42,3.21,0.00
Not Classified,0.17,0.00,0.17,1.64,0.01
