,Values
NAV,"8,879.17"
Open Price,"8,910.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,30.0 / 99.8
Day Range,"8,885.00 – 8,940.00"
Year Range,"8,840.00 – 11,525.00"
SEC Yield ,—
12-Month Yield ,1.68%
Premium ,—
Expense Ratio,0.510%
Total Assets,5.3 Bil
