,Values
NAV,"12,667.46"
Open Price,"12,650.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"1,313.0 / 4,084.8"
Day Range,"12,485.00 – 12,650.00"
Year Range,"9,715.00 – 13,445.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.720%
Total Assets,6.9 Bil
