,Fund,Cat. Average,Index
Price/Earnings ,19.88,17.17,20.64
Price/Book ,4.44,2.04,3.84
Price/Sales ,2.99,1.37,2.36
Price/Cash Flow ,11.71,7.78,11.93
Dividend Yield % ,1.77,1.69,1.48
Long-Term Earnings % ,11.69,8.11,10.45
Historical Earnings % ,17.34,12.12,18.19
Sales Growth % ,8.84,7.65,8.61
Cash-Flow Growth % ,18.35,13.49,16.51
Book-Value Growth % ,6.01,7.62,8.68
