,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,—,—,—,—,—,—,—,-7.12,22.07
Fund (NAV),—,—,—,—,—,—,—,—,—,-7.18,23.38
+/ Category (NAV),—,—,—,—,—,—,—,—,—,6.26,7.53
+/- Index (Price),—,—,—,—,—,—,—,—,—,0.25,1.50
Percentile Rank,—,—,—,—,—,—,—,—,—,25,26
# of Funds in Category,—,—,—,—,—,—,—,—,58,243,370
