,Values
NAV,"12,766.25"
Open Price,"12,380.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"828.0 / 4,001.6"
Day Range,"12,350.00 – 12,495.00"
Year Range,"9,715.00 – 13,445.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.720%
Total Assets,7.0 Bil
