,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,—,—,—,—,—,—,—,-7.12,21.19
Fund (NAV),—,—,—,—,—,—,—,—,—,-7.18,24.34
+/ Category (NAV),—,—,—,—,—,—,—,—,—,6.26,8.19
+/- Index (Price),—,—,—,—,—,—,—,—,—,0.25,2.34
Percentile Rank,—,—,—,—,—,—,—,—,—,25,23
# of Funds in Category,—,—,—,—,—,—,—,—,58,243,370
