,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-2.23,-3.10,-4.65,1.71,21.19,3.31,—,—,—,—,—
Total Return % (NAV),1.86,2.51,-2.01,5.94,24.34,5.00,—,—,—,—,13.00
+/- Category (NAV),0.81,0.57,0.71,5.63,8.19,6.73,—,—,—,—,—
+/- Index (NAV),2.36,5.73,3.93,6.37,5.49,3.21,—,—,—,—,—
