,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,—,—,—,—,—,—,—,—,-4.70
Fund (NAV),—,—,—,—,—,—,—,—,—,—,-4.62
+/ Category (NAV),—,—,—,—,—,—,—,—,—,—,0.15
+/- Index (Price),—,—,—,—,—,—,—,—,—,—,-5.36
Percentile Rank,—,—,—,—,—,—,—,—,—,—,56
# of Funds in Category,—,—,—,—,—,—,—,—,—,"2,015","2,325"
