,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,—,—,—,—,—,—,—,—,-4.49
Fund (NAV),—,—,—,—,—,—,—,—,—,—,-4.81
+/ Category (NAV),—,—,—,—,—,—,—,—,—,—,0.06
+/- Index (Price),—,—,—,—,—,—,—,—,—,—,-4.99
Percentile Rank,—,—,—,—,—,—,—,—,—,—,57
# of Funds in Category,—,—,—,—,—,—,—,—,—,"2,015","2,284"
