,Values
Sustainability Rate,Above Average
Percent Rank in Global Category,19%
Historical Sustainability Score,42.52
Global Category,Korea Equity
Portfolio ESG,50.96
Controversy Deduction,8.04
Sustainability Score,42.92
Sustainability Mandate,No
