,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-0.27,-0.11,-6.01,-1.88,-4.49,-7.63,—,—,—,—,—
Total Return % (NAV),0.27,0.89,-5.55,-2.14,-4.81,-8.13,—,—,—,—,-5.55
+/- Category (NAV),-0.50,-0.59,1.55,4.64,0.06,4.75,—,—,—,—,—
+/- Index (NAV),0.27,-0.36,0.65,1.58,-5.30,1.65,—,—,—,—,—
