,Values
NAV,"9,170.45"
Open Price,"9,165.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"38.0 / 10,388.6"
Day Range,"9,150.00 – 9,170.00"
Year Range,"9,050.00 – 10,205.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.420%
Total Assets,11.0 Bil
